,No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
50910,50911,2015,10,23,6,3.0,48.0,60.0,48.0,18.29999924,92.0,1005.0,19.70000076,NW,9.099999905,0.0,0.0
50911,50912,2015,10,23,7,3.0,41.0,48.0,41.0,18.10000038,89.0,1005.7999880000001,20.0,NW,10.69999993,0.0,0.0
50912,50913,2015,10,23,8,3.0,35.0,41.0,35.0,18.60000038,80.0,1006.5,22.29999924,NW,12.79999983,0.0,0.0
50913,50914,2015,10,23,9,3.0,37.0,38.0,37.0,17.29999924,61.0,1006.900024,25.39999962,NE,1.600000024,0.0,0.0
50914,50915,2015,10,23,10,3.0,32.0,38.0,32.0,17.39999962,56.0,1007.099976,27.0,NW,1.5,0.0,0.0
50915,50916,2015,10,23,11,3.0,29.0,41.0,29.0,16.29999924,48.0,1006.599976,28.39999962,NE,2.099999905,0.0,0.0
50916,50917,2015,10,23,12,3.0,27.0,36.0,27.0,16.70000076,48.0,1005.599976,28.79999924,NE,5.0,0.0,0.0
50917,50918,2015,10,23,13,3.0,33.0,26.0,33.0,15.30000019,42.0,1004.5,29.60000038,NE,7.599999905,0.0,0.0
50918,50919,2015,10,23,14,3.0,33.0,32.0,33.0,16.5,44.0,1003.7000119999999,30.10000038,NE,10.0,0.0,0.0
50919,50920,2015,10,23,15,3.0,41.0,34.0,41.0,15.69999981,42.0,1003.099976,30.10000038,NW,2.799999952,0.0,0.0
50920,50921,2015,10,23,16,3.0,29.0,34.0,29.0,15.89999962,43.0,1003.099976,29.89999962,NW,5.599999904,0.0,0.0
50921,50922,2015,10,23,17,3.0,34.0,29.0,34.0,14.39999962,41.0,1003.5,29.0,NE,1.899999976,0.0,0.0
50922,50923,2015,10,23,18,3.0,42.0,40.0,42.0,18.10000038,63.0,1003.900024,25.70000076,NW,1.5,0.0,0.0
50923,50924,2015,10,23,19,3.0,52.0,43.0,52.0,18.79999924,78.0,1004.5,22.89999962,NW,3.299999952,0.0,0.0
50924,50925,2015,10,23,20,3.0,50.0,52.0,50.0,18.39999962,82.0,1005.2999880000001,21.70000076,NW,5.199999928,0.0,0.0
50925,50926,2015,10,23,21,3.0,50.0,58.0,50.0,18.39999962,85.0,1005.900024,21.10000038,NW,7.099999904,0.0,0.0
50926,50927,2015,10,23,22,3.0,54.0,55.0,54.0,18.10000038,86.0,1006.099976,20.60000038,NW,9.099999904,0.0,0.0
50927,50928,2015,10,23,23,3.0,46.0,58.0,46.0,18.10000038,88.0,1006.0,20.20000076,NW,10.99999988,0.0,0.0
50928,50929,2015,10,24,0,3.0,46.0,65.0,46.0,18.10000038,89.0,1005.7999880000001,20.0,NW,13.19999993,0.0,0.0
50929,50930,2015,10,24,1,3.0,60.0,54.0,60.0,17.79999924,88.0,1005.7999880000001,19.89999962,NE,1.200000048,0.0,0.0
50930,50931,2015,10,24,2,3.0,70.0,56.0,70.0,17.5,87.0,1005.599976,19.79999924,NW,0.800000012,0.0,0.0
50931,50932,2015,10,24,3,3.0,73.0,79.0,73.0,17.70000076,90.0,1005.5,19.39999962,NW,3.00000006,0.0,0.0
50932,50933,2015,10,24,4,3.0,64.0,75.0,64.0,17.60000038,91.0,1005.599976,19.20000076,NW,4.700000108,0.0,0.0
50933,50934,2015,10,24,5,3.0,69.0,71.0,69.0,17.39999962,91.0,1005.900024,18.89999962,NW,6.50000006,0.0,0.0
50934,50935,2015,10,24,6,3.0,77.0,69.0,77.0,17.5,92.0,1006.5,18.89999962,NW,8.00000006,0.0,0.0
50935,50936,2015,10,24,7,3.0,73.0,71.0,73.0,17.89999962,93.0,1007.5,19.10000038,NW,9.800000012,0.0,0.0
50936,50937,2015,10,24,8,3.0,69.0,68.0,69.0,19.10000038,88.0,1008.2000119999999,21.20000076,NW,11.50000006,0.0,0.0
50937,50938,2015,10,24,9,3.0,39.0,74.0,39.0,16.89999962,62.0,1009.0,24.70000076,NE,2.200000048,0.0,0.0
50938,50939,2015,10,24,10,3.0,34.0,47.0,34.0,15.19999981,49.0,1009.0,26.89999962,NE,4.400000096,0.0,0.0
50939,50940,2015,10,24,11,3.0,34.0,41.0,34.0,13.80000019,41.0,1008.400024,28.39999962,NE,6.100000144,0.0,0.0
50940,50941,2015,10,24,12,3.0,35.0,38.0,35.0,15.69999981,44.0,1007.5,29.20000076,NW,3.0,0.0,0.0
50941,50942,2015,10,24,13,3.0,35.0,38.0,35.0,15.0,41.0,1006.5,29.70000076,NW,5.400000095,0.0,0.0
50942,50943,2015,10,24,14,3.0,38.0,41.0,38.0,15.39999962,41.0,1005.599976,30.10000038,NE,2.5,0.0,0.0
50943,50944,2015,10,24,15,3.0,37.0,44.0,37.0,15.60000038,40.0,1005.2000119999999,30.79999924,NE,4.0,0.0,0.0
50944,50945,2015,10,24,16,3.0,36.0,48.0,36.0,14.30000019,38.0,1005.099976,30.20000076,NE,5.0,0.0,0.0
50945,50946,2015,10,24,17,3.0,38.0,37.0,38.0,16.39999962,46.0,1005.5,29.29999924,NE,5.899999976,0.0,0.0
50946,50947,2015,10,24,18,3.0,44.0,43.0,44.0,19.10000038,67.0,1005.900024,25.70000076,NW,2.099999905,0.0,0.0
50947,50948,2015,10,24,19,3.0,50.0,48.0,50.0,19.89999962,80.0,1006.400024,23.60000038,NW,4.299999953,0.0,0.0
50948,50949,2015,10,24,20,3.0,59.0,49.0,59.0,19.5,83.0,1007.099976,22.60000038,NW,6.399999857999999,0.0,0.0
50949,50950,2015,10,24,21,3.0,81.0,50.0,81.0,19.29999924,82.0,1007.7999880000001,22.60000038,NW,7.599999906,0.0,0.0
50950,50951,2015,10,24,22,3.0,62.0,76.0,62.0,19.39999962,85.0,1008.2000119999999,22.10000038,NE,1.7000000480000002,0.0,0.0
50951,50952,2015,10,24,23,3.0,51.0,54.0,51.0,19.5,87.0,1008.2999880000001,21.79999924,NW,1.600000024,0.0,0.0
50952,50953,2015,10,25,0,3.0,47.0,43.0,47.0,19.39999962,88.0,1008.2000119999999,21.5,NW,2.899999976,0.0,0.0
50953,50954,2015,10,25,1,3.0,52.0,41.0,52.0,19.79999924,89.0,1008.0,21.70000076,NW,4.5,0.0,0.0
50954,50955,2015,10,25,2,3.0,43.0,41.0,43.0,19.60000038,89.0,1007.7000119999999,21.5,NW,6.200000048,0.0,0.0
50955,50956,2015,10,25,3,3.0,48.0,45.0,48.0,20.0,90.0,1007.599976,21.79999924,NW,8.100000024,0.0,0.0
50956,50957,2015,10,25,4,3.0,44.0,39.0,44.0,20.0,89.0,1007.5,21.89999962,NW,9.899999976,0.0,0.0
50957,50958,2015,10,25,5,3.0,55.0,31.0,55.0,20.29999924,90.0,1007.599976,22.10000038,NW,11.60000002,0.0,0.0
50958,50959,2015,10,25,6,3.0,60.0,39.0,60.0,20.39999962,90.0,1008.2000119999999,22.20000076,NW,13.39999998,0.0,0.0
50959,50960,2015,10,25,7,3.0,64.0,45.0,64.0,20.39999962,89.0,1009.0,22.39999962,NW,14.69999993,0.0,0.0
50960,50961,2015,10,25,8,3.0,57.0,49.0,57.0,20.79999924,85.0,1009.599976,23.5,NW,16.19999993,0.0,0.0
50961,50962,2015,10,25,9,3.0,54.0,55.0,54.0,21.10000038,79.0,1010.099976,25.0,cv,0.10000000099999999,0.0,0.0
50962,50963,2015,10,25,10,3.0,54.0,48.0,54.0,21.10000038,78.0,1010.2999880000001,25.29999924,NE,1.299999952,0.0,0.0
50963,50964,2015,10,25,11,3.0,51.0,52.0,51.0,21.70000076,77.0,1010.0,26.10000038,NW,1.399999976,0.0,0.0
50964,50965,2015,10,25,12,3.0,51.0,48.0,51.0,21.29999924,67.0,1008.900024,28.10000038,NE,3.200000048,0.0,0.0
50965,50966,2015,10,25,13,3.0,55.0,46.0,55.0,20.39999962,61.0,1007.7000119999999,28.70000076,NE,5.200000048,0.0,0.0
50966,50967,2015,10,25,14,3.0,56.0,46.0,56.0,20.39999962,60.0,1006.7000119999999,29.0,NE,7.2999999529999995,0.0,0.0
50967,50968,2015,10,25,15,3.0,57.0,57.0,57.0,20.20000076,61.0,1006.2999880000001,28.5,SE,1.899999976,0.0,0.0
50968,50969,2015,10,25,16,3.0,55.0,53.0,55.0,19.70000076,60.0,1006.400024,28.29999924,SE,4.199999928,0.0,0.0
50969,50970,2015,10,25,17,3.0,35.0,51.0,35.0,20.60000038,70.0,1006.7000119999999,26.60000038,SW,0.8999999759999999,0.10000000099999999,0.10000000099999999
50970,50971,2015,10,25,18,3.0,33.0,44.0,33.0,22.20000076,84.0,1007.099976,25.10000038,NW,1.299999952,0.0,0.0
50971,50972,2015,10,25,19,3.0,36.0,41.0,36.0,21.89999962,87.0,1007.7000119999999,24.29999924,NW,2.399999976,0.0,0.0
50972,50973,2015,10,25,20,3.0,31.0,37.0,31.0,21.60000038,89.0,1008.5,23.60000038,NW,3.299999952,0.0,0.0
50973,50974,2015,10,25,21,3.0,29.0,37.0,29.0,21.10000038,90.0,1009.400024,22.89999962,NW,4.599999904,0.0,0.0
50974,50975,2015,10,25,22,3.0,32.0,25.0,32.0,21.0,91.0,1009.5,22.60000038,NE,0.800000012,0.0,0.0
50975,50976,2015,10,25,23,3.0,28.0,33.0,28.0,20.70000076,91.0,1009.599976,22.29999924,NW,1.399999976,0.0,0.0
50976,50977,2015,10,26,0,3.0,33.0,35.0,33.0,20.70000076,92.0,1009.5,22.10000038,NW,2.699999928,0.0,0.0
50977,50978,2015,10,26,1,3.0,33.0,41.0,33.0,20.5,92.0,1009.099976,21.89999962,NW,4.199999928,0.0,0.0
50978,50979,2015,10,26,2,3.0,36.0,38.0,36.0,20.5,92.0,1008.599976,21.89999962,NW,5.399999976,0.0,0.0
50979,50980,2015,10,26,3,3.0,44.0,38.0,44.0,20.39999962,92.0,1008.2000119999999,21.79999924,NW,6.799999952,0.0,0.0
50980,50981,2015,10,26,4,3.0,38.0,36.0,38.0,20.10000038,92.0,1008.099976,21.5,NW,8.099999904,0.0,0.0
50981,50982,2015,10,26,5,3.0,50.0,51.0,50.0,19.89999962,92.0,1008.099976,21.29999924,NW,9.299999952,0.0,0.0
50982,50983,2015,10,26,6,3.0,57.0,34.0,57.0,19.79999924,92.0,1008.5,21.20000076,NW,10.5999999,0.0,0.0
50983,50984,2015,10,26,7,3.0,56.0,54.0,56.0,20.0,92.0,1009.0,21.39999962,NW,11.79999995,0.0,0.0
50984,50985,2015,10,26,8,3.0,52.0,54.0,52.0,20.20000076,88.0,1009.5,22.29999924,NW,12.59999996,0.0,0.0
50985,50986,2015,10,26,9,3.0,58.0,52.0,58.0,19.5,71.0,1010.099976,25.20000076,NE,1.600000024,0.0,0.0
50986,50987,2015,10,26,10,3.0,48.0,57.0,48.0,19.60000038,66.0,1010.2999880000001,26.5,SE,1.399999976,0.0,0.0
50987,50988,2015,10,26,11,3.0,54.0,52.0,54.0,20.10000038,65.0,1009.7000119999999,27.29999924,NE,1.100000024,0.0,0.0
50988,50989,2015,10,26,12,3.0,48.0,50.0,48.0,19.5,56.0,1008.599976,29.20000076,NE,2.100000024,0.0,0.0
50989,50990,2015,10,26,13,3.0,52.0,46.0,52.0,19.60000038,61.0,1007.7000119999999,27.89999962,NE,3.600000024,0.0,0.0
50990,50991,2015,10,26,14,3.0,52.0,53.0,52.0,20.20000076,63.0,1007.0,27.89999962,NE,4.400000036000001,0.0,0.0
50991,50992,2015,10,26,15,3.0,45.0,49.0,45.0,19.89999962,58.0,1006.2999880000001,29.10000038,NE,5.699999987999999,0.0,0.0
50992,50993,2015,10,26,16,3.0,43.0,49.0,43.0,19.60000038,60.0,1006.2000119999999,28.10000038,NE,7.599999963999999,0.0,0.0
50993,50994,2015,10,26,17,3.0,53.0,48.0,53.0,20.0,64.0,1006.5,27.5,NE,8.899999916,0.0,0.0
50994,50995,2015,10,26,18,3.0,37.0,42.0,37.0,21.60000038,77.0,1007.0,26.0,NW,0.800000012,0.0,0.0
50995,50996,2015,10,26,19,3.0,29.0,40.0,29.0,20.89999962,77.0,1007.400024,25.29999924,SE,1.7999999519999998,0.0,0.0
50996,50997,2015,10,26,20,3.0,37.0,32.0,37.0,21.10000038,78.0,1008.2999880000001,25.29999924,SE,3.299999952,0.0,0.0
50997,50998,2015,10,26,21,3.0,26.0,32.0,26.0,21.20000076,87.0,1008.7999880000001,23.5,NW,1.100000024,0.0,0.0
50998,50999,2015,10,26,22,3.0,26.0,19.0,26.0,21.10000038,89.0,1008.7999880000001,23.10000038,NW,2.399999976,0.0,0.0
50999,51000,2015,10,26,23,3.0,27.0,29.0,27.0,21.29999924,90.0,1008.7999880000001,23.10000038,NW,3.699999928,0.0,0.0
51000,51001,2015,10,27,0,3.0,30.0,33.0,30.0,21.29999924,90.0,1008.5,23.10000038,NE,0.800000012,0.0,0.0
51001,51002,2015,10,27,1,3.0,28.0,24.0,28.0,21.20000076,91.0,1008.2000119999999,22.79999924,NW,1.0,0.0,0.0
51002,51003,2015,10,27,2,3.0,29.0,36.0,29.0,21.10000038,91.0,1007.7000119999999,22.70000076,NW,2.299999952,0.0,0.0
51003,51004,2015,10,27,3,3.0,33.0,42.0,33.0,21.29999924,92.0,1007.2999880000001,22.70000076,NW,3.799999952,0.0,0.0
51004,51005,2015,10,27,4,3.0,36.0,43.0,36.0,21.10000038,92.0,1007.2000119999999,22.5,NW,5.099999904,0.0,0.0
51005,51006,2015,10,27,5,3.0,35.0,52.0,35.0,21.29999924,93.0,1007.2000119999999,22.5,cv,0.5,0.0,0.0
51006,51007,2015,10,27,6,3.0,52.0,46.0,52.0,21.29999924,93.0,1007.7999880000001,22.5,NW,1.5,0.0,0.0
51007,51008,2015,10,27,7,3.0,51.0,44.0,51.0,21.5,93.0,1008.2999880000001,22.70000076,NW,2.5,0.0,0.0
51008,51009,2015,10,27,8,3.0,50.0,38.0,50.0,21.89999962,92.0,1008.7999880000001,23.29999924,NE,0.8999999759999999,0.0,0.0
51009,51010,2015,10,27,9,3.0,38.0,40.0,38.0,22.10000038,86.0,1009.2000119999999,24.60000038,NW,0.699999988,0.0,0.0
51010,51011,2015,10,27,10,3.0,35.0,38.0,35.0,21.29999924,76.0,1009.2999880000001,25.89999962,NE,0.600000024,0.0,0.0
51011,51012,2015,10,27,11,3.0,43.0,40.0,43.0,20.89999962,70.0,1008.900024,26.89999962,SW,0.699999988,0.0,0.0
51012,51013,2015,10,27,12,3.0,53.0,55.0,53.0,21.89999962,73.0,1008.0,27.20000076,NW,1.899999976,0.0,0.0
51013,51014,2015,10,27,13,3.0,69.0,66.0,69.0,21.5,78.0,1007.2999880000001,25.70000076,NW,3.9999998810000004,0.10000000099999999,0.10000000099999999
51014,51015,2015,10,27,14,3.0,89.0,69.0,89.0,22.70000076,76.0,1006.400024,27.39999962,NE,3.200000048,0.0,0.0
51015,51016,2015,10,27,15,3.0,67.0,64.0,67.0,22.10000038,73.0,1005.7000119999999,27.39999962,NE,6.700000048,0.0,0.0
51016,51017,2015,10,27,16,3.0,52.0,69.0,52.0,21.5,71.0,1005.5,27.29999924,NW,2.599999905,0.0,0.0
51017,51018,2015,10,27,17,3.0,42.0,47.0,42.0,21.39999962,74.0,1005.7000119999999,26.5,NW,4.599999905,0.0,0.0
51018,51019,2015,10,27,18,3.0,39.0,44.0,39.0,21.5,80.0,1005.7999880000001,25.20000076,NW,6.499999881,0.0,0.0
51019,51020,2015,10,27,19,3.0,45.0,45.0,45.0,21.60000038,86.0,1006.599976,24.10000038,NE,1.399999976,0.0,0.0
51020,51021,2015,10,27,20,3.0,51.0,56.0,51.0,21.29999924,88.0,1007.099976,23.5,NW,2.099999905,0.0,0.0
51021,51022,2015,10,27,21,3.0,53.0,47.0,53.0,21.20000076,88.0,1007.599976,23.39999962,NW,3.799999953,0.0,0.0
51022,51023,2015,10,27,22,3.0,49.0,46.0,49.0,21.20000076,90.0,1008.099976,23.0,NW,5.500000001,0.0,0.0
51023,51024,2015,10,27,23,3.0,44.0,42.0,44.0,20.89999962,89.0,1008.2000119999999,22.89999962,NW,6.899999977,0.0,0.0
51024,51025,2015,10,28,0,3.0,46.0,49.0,46.0,21.0,91.0,1008.2000119999999,22.60000038,NW,8.399999977,0.0,0.0
51025,51026,2015,10,28,1,3.0,42.0,43.0,42.0,20.79999924,91.0,1008.0,22.39999962,NW,9.799999953,0.0,0.0
51026,51027,2015,10,28,2,3.0,48.0,48.0,48.0,20.70000076,92.0,1007.7999880000001,22.10000038,NW,11.89999986,0.0,0.0
51027,51028,2015,10,28,3,3.0,45.0,49.0,45.0,20.70000076,91.0,1007.900024,22.29999924,NW,13.49999988,0.0,0.0
51028,51029,2015,10,28,4,3.0,56.0,48.0,56.0,20.60000038,91.0,1007.900024,22.20000076,NW,15.19999993,0.0,0.0
51029,51030,2015,10,28,5,3.0,50.0,55.0,50.0,20.5,91.0,1008.2000119999999,22.10000038,NW,16.49999988,0.0,0.0
51030,51031,2015,10,28,6,3.0,54.0,57.0,54.0,20.70000076,91.0,1008.599976,22.29999924,NE,1.399999976,0.0,0.0
51031,51032,2015,10,28,7,3.0,54.0,59.0,54.0,20.60000038,92.0,1009.2999880000001,22.0,NW,1.399999976,0.0,0.0
51032,51033,2015,10,28,8,3.0,59.0,62.0,59.0,21.5,90.0,1009.900024,23.29999924,NW,2.699999928,0.0,0.0
51033,51034,2015,10,28,9,3.0,67.0,53.0,67.0,21.20000076,78.0,1010.400024,25.39999962,NE,1.200000048,0.0,0.0
51034,51035,2015,10,28,10,3.0,76.0,65.0,76.0,21.29999924,69.0,1010.5,27.5,NE,3.200000048,0.0,0.0
51035,51036,2015,10,28,11,3.0,80.0,68.0,80.0,21.0,65.0,1010.099976,28.29999924,NE,4.5,0.0,0.0
51036,51037,2015,10,28,12,3.0,86.0,76.0,86.0,21.5,64.0,1009.2000119999999,29.10000038,NE,5.399999976,0.0,0.0
51037,51038,2015,10,28,13,3.0,87.0,77.0,87.0,21.39999962,64.0,1008.2999880000001,29.0,NE,7.100000024,0.0,0.0
51038,51039,2015,10,28,14,3.0,82.0,89.0,82.0,20.39999962,56.0,1007.2000119999999,30.20000076,SW,1.200000048,0.0,0.0
51039,51040,2015,10,28,15,3.0,93.0,80.0,93.0,22.10000038,65.0,1006.5,29.39999962,NW,2.200000048,0.0,0.0
51040,51041,2015,10,28,16,3.0,125.0,89.0,125.0,22.0,66.0,1006.400024,29.0,NE,0.800000012,0.0,0.0
51041,51042,2015,10,28,17,3.0,117.0,104.0,117.0,21.39999962,67.0,1006.7000119999999,28.20000076,SE,1.7999999519999998,0.0,0.0
51056,51057,2015,10,29,8,3.0,45.0,50.0,45.0,20.89999962,83.0,1011.0,24.0,NE,3.899999976,0.0,0.0
51057,51058,2015,10,29,9,3.0,54.0,40.0,54.0,21.0,75.0,1011.599976,25.79999924,NE,5.899999976,0.0,0.0
51058,51059,2015,10,29,10,3.0,49.0,44.0,49.0,20.5,71.0,1011.900024,26.20000076,NE,8.199999927999999,0.0,0.0
51070,51071,2015,10,29,22,3.0,40.0,41.0,40.0,20.79999924,89.0,1010.2999880000001,22.79999924,NW,1.5,0.0,0.0
51071,51072,2015,10,29,23,3.0,42.0,41.0,42.0,20.79999924,90.0,1010.2999880000001,22.60000038,NW,2.799999952,0.0,0.0
51072,51073,2015,10,30,0,3.0,39.0,43.0,39.0,20.89999962,91.0,1010.099976,22.5,NW,4.099999904,0.0,0.0
51073,51074,2015,10,30,1,3.0,48.0,39.0,48.0,20.89999962,91.0,1009.599976,22.5,NW,5.299999952,0.0,0.0
51074,51075,2015,10,30,2,3.0,50.0,48.0,50.0,21.10000038,92.0,1009.099976,22.5,NW,6.599999904,0.0,0.0
51075,51076,2015,10,30,3,3.0,47.0,48.0,47.0,20.60000038,92.0,1009.0,22.0,NW,8.099999904,0.0,0.0
51076,51077,2015,10,30,4,3.0,49.0,52.0,49.0,20.89999962,93.0,1008.7999880000001,22.10000038,NW,9.699999927999999,0.0,0.0
51077,51078,2015,10,30,5,3.0,42.0,46.0,42.0,20.70000076,93.0,1008.7999880000001,21.89999962,NE,1.200000048,0.0,0.0
51078,51079,2015,10,30,6,3.0,47.0,41.0,47.0,20.89999962,93.0,1009.400024,22.10000038,NW,1.299999952,0.0,0.0
51079,51080,2015,10,30,7,3.0,46.0,46.0,46.0,21.29999924,93.0,1010.0,22.5,NE,0.8999999759999999,0.300000012,0.300000012
51080,51081,2015,10,30,8,3.0,46.0,42.0,46.0,21.5,93.0,1010.7999880000001,22.70000076,NE,2.5,0.400000006,0.700000018
51081,51082,2015,10,30,9,3.0,59.0,45.0,59.0,22.0,93.0,1011.099976,23.20000076,NW,2.099999905,0.200000003,0.900000021
51082,51083,2015,10,30,10,3.0,60.0,47.0,60.0,22.60000038,90.0,1011.400024,24.39999962,NW,3.599999905,0.0,0.0
51083,51084,2015,10,30,11,3.0,67.0,52.0,67.0,22.39999962,77.0,1010.900024,26.79999924,NE,1.7000000480000002,0.0,0.0
51084,51085,2015,10,30,12,3.0,61.0,57.0,61.0,21.39999962,68.0,1010.2000119999999,27.89999962,NE,3.5,0.0,0.0
51085,51086,2015,10,30,13,3.0,51.0,61.0,51.0,21.39999962,66.0,1009.2000119999999,28.39999962,NE,4.700000048,0.0,0.0
51086,51087,2015,10,30,14,3.0,54.0,60.0,54.0,20.5,61.0,1008.5,28.79999924,NE,6.600000024,0.0,0.0
51087,51088,2015,10,30,15,3.0,56.0,54.0,56.0,21.10000038,64.0,1008.2999880000001,28.60000038,NW,1.5,0.0,0.0
51088,51089,2015,10,30,16,3.0,53.0,48.0,53.0,21.39999962,66.0,1008.0,28.39999962,NE,2.200000048,0.0,0.0
51089,51090,2015,10,30,17,3.0,52.0,51.0,52.0,20.20000076,67.0,1008.400024,26.89999962,NE,4.799999953,0.0,0.0
51090,51091,2015,10,30,18,3.0,62.0,50.0,62.0,21.10000038,79.0,1008.5,25.0,NW,3.099999905,0.0,0.0
51091,51092,2015,10,30,19,3.0,58.0,59.0,58.0,19.60000038,77.0,1009.400024,23.89999962,NE,5.1999998089999995,0.0,0.0
51092,51093,2015,10,30,20,3.0,58.0,51.0,58.0,18.79999924,78.0,1010.099976,22.89999962,NW,4.6999998089999995,0.0,0.0
51093,51094,2015,10,30,21,3.0,36.0,41.0,36.0,18.20000076,77.0,1010.7000119999999,22.5,NW,9.399999617999999,0.0,0.0
51094,51095,2015,10,30,22,3.0,29.0,37.0,29.0,18.10000038,78.0,1011.2000119999999,22.20000076,NW,13.19999957,0.0,0.0
51095,51096,2015,10,30,23,3.0,25.0,29.0,25.0,18.0,80.0,1011.7999880000001,21.60000038,NW,16.09999967,0.0,0.0
51096,51097,2015,10,31,0,3.0,19.0,27.0,19.0,17.60000038,80.0,1011.7999880000001,21.20000076,NW,20.09999967,0.0,0.0
51097,51098,2015,10,31,1,3.0,23.0,18.0,23.0,17.5,81.0,1011.7999880000001,20.89999962,NW,23.19999957,0.0,0.0
51098,51099,2015,10,31,2,3.0,19.0,26.0,19.0,17.20000076,80.0,1011.5,20.79999924,NW,26.69999957,0.0,0.0
51099,51100,2015,10,31,3,3.0,18.0,15.0,18.0,16.89999962,80.0,1011.400024,20.5,NW,31.09999967,0.0,0.0
51100,51101,2015,10,31,4,3.0,17.0,17.0,17.0,16.60000038,78.0,1011.599976,20.60000038,NW,34.19999957,0.0,0.0
51101,51102,2015,10,31,5,3.0,17.0,21.0,17.0,16.79999924,79.0,1011.7000119999999,20.60000038,NW,36.29999948,0.0,0.0
51102,51103,2015,10,31,6,3.0,14.0,17.0,14.0,16.60000038,78.0,1012.2999880000001,20.60000038,NW,38.39999938,0.0,0.0
51103,51104,2015,10,31,7,3.0,16.0,15.0,16.0,17.0,79.0,1013.0,20.79999924,NE,1.7999999519999998,0.0,0.0
51104,51105,2015,10,31,8,3.0,18.0,20.0,18.0,16.89999962,77.0,1013.7999880000001,21.10000038,NE,3.699999928,0.0,0.0
51105,51106,2015,10,31,9,3.0,22.0,17.0,22.0,17.20000076,74.0,1014.2999880000001,22.10000038,NE,6.1999999279999995,0.0,0.0
51106,51107,2015,10,31,10,3.0,25.0,20.0,25.0,17.79999924,71.0,1014.7000119999999,23.39999962,NE,8.899999976,0.0,0.0
51107,51108,2015,10,31,11,3.0,30.0,29.0,30.0,17.79999924,68.0,1014.2999880000001,24.10000038,NE,12.60000002,0.0,0.0
51108,51109,2015,10,31,12,3.0,28.0,30.0,28.0,17.79999924,66.0,1013.7999880000001,24.60000038,NW,4.6999998089999995,0.0,0.0
51109,51110,2015,10,31,13,3.0,32.0,36.0,32.0,17.39999962,65.0,1013.099976,24.5,NW,10.29999971,0.0,0.0
51110,51111,2015,10,31,14,3.0,26.0,34.0,26.0,17.0,63.0,1012.2000119999999,24.60000038,NE,5.1999998089999995,0.0,0.0
51111,51112,2015,10,31,15,3.0,31.0,29.0,31.0,16.60000038,68.0,1011.599976,22.89999962,NE,12.29999971,0.0,0.0
51112,51113,2015,10,31,16,3.0,28.0,26.0,28.0,16.39999962,70.0,1011.599976,22.20000076,NW,7.0,0.0,0.0
51113,51114,2015,10,31,17,3.0,29.0,29.0,29.0,15.69999981,72.0,1011.7000119999999,21.0,NE,6.1999998089999995,0.0,0.0
51114,51115,2015,10,31,18,3.0,30.0,22.0,30.0,15.19999981,72.0,1012.2000119999999,20.5,NW,5.900000095,0.0,0.0
51115,51116,2015,10,31,19,3.0,25.0,24.0,25.0,15.39999962,74.0,1013.2000119999999,20.20000076,NW,9.30000019,0.0,0.0
51116,51117,2015,10,31,20,3.0,16.0,22.0,16.0,15.10000038,74.0,1013.900024,19.89999962,NW,12.4000001,0.0,0.0
51117,51118,2015,10,31,21,3.0,15.0,25.0,15.0,14.69999981,73.0,1014.2999880000001,19.70000076,NE,3.099999905,0.0,0.0
51118,51119,2015,10,31,22,3.0,16.0,16.0,16.0,15.30000019,83.0,1014.7000119999999,18.29999924,NW,3.0,0.400000006,0.400000006
51119,51120,2015,10,31,23,3.0,17.0,12.0,17.0,15.5,85.0,1014.7999880000001,18.10000038,NW,5.5,0.0,0.0
51120,51121,2015,11,1,0,3.0,10.0,17.0,10.0,15.39999962,84.0,1014.400024,18.20000076,NW,9.099999905,0.0,0.0
51121,51122,2015,11,1,1,3.0,9.0,6.0,9.0,15.10000038,82.0,1014.099976,18.29999924,NW,12.0,0.0,0.0
51122,51123,2015,11,1,2,3.0,7.0,10.0,7.0,14.69999981,80.0,1013.7999880000001,18.29999924,NW,16.09999991,0.0,0.0
51123,51124,2015,11,1,3,3.0,9.0,10.0,9.0,14.69999981,80.0,1013.5,18.20000076,NW,20.5,0.0,0.0
51124,51125,2015,11,1,4,3.0,8.0,13.0,8.0,14.19999981,79.0,1013.2999880000001,17.89999962,NW,23.900000100000003,0.0,0.0
51125,51126,2015,11,1,5,3.0,7.0,7.0,7.0,14.10000038,79.0,1013.5,17.79999924,NW,27.5,0.0,0.0
51126,51127,2015,11,1,6,3.0,10.0,8.0,10.0,14.30000019,82.0,1013.900024,17.39999962,NW,31.59999991,0.0,0.0
51127,51128,2015,11,1,7,3.0,8.0,6.0,8.0,14.19999981,82.0,1015.0,17.29999924,NW,36.5,0.0,0.0
51128,51129,2015,11,1,8,3.0,9.0,8.0,9.0,14.19999981,82.0,1015.5,17.29999924,NW,40.09999991,0.0,0.0
51129,51130,2015,11,1,9,3.0,10.0,7.0,10.0,13.69999981,79.0,1016.2000119999999,17.39999962,NE,4.900000095,0.0,0.0
51130,51131,2015,11,1,10,3.0,6.0,7.0,6.0,13.60000038,77.0,1016.7999880000001,17.70000076,NE,8.600000142999999,0.0,0.0
51131,51132,2015,11,1,11,3.0,9.0,9.0,9.0,13.69999981,77.0,1016.5,17.79999924,NW,3.700000048,0.0,0.0
